Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20130411.Epic Slow-Mo Drum Implosions!.xmYss_hNF4Q.en.txt,1,829,54.35,73.48,41.19,62.37,829.00,15.92,85.52,58.02,16.28,7.36,1.69,1.69,3.50,0.00,0.48,8.93,9.41,13.15,9.41,8.08,7.48,0.72,18.09,5.43,2.53,2.41,1.69,1.09,4.10,3.02,1.09,0.48,0.00,0.36,7.24,0.00,0.00,0.00,0.12,12.55,2.29,2.77,2.17,2.77,0.84,3.74,4.34,2.17,0.84,1.57,0.97,0.12,0.12,0.00,0.72,8.20,1.69,1.09,3.62,1.93,0.24,3.62,13.27,2.29,14.11,2.41,9.17,2.77,0.60,1.93,0.36,0.12,0.00,0.00,1.21,0.00,0.36,0.72,0.12,0.00,4.70,0.00,0.00,0.24,0.00,0.00,0.00,0.12,0.00,3.38,0.00,0.97
20120527.How Does A Slinky Fall.mAA613hqqZ0.en.txt,1,541,62.61,49.26,95.00,46.18,541.00,13.68,90.76,55.64,14.23,4.44,2.40,0.92,1.11,0.00,0.00,9.80,10.91,13.12,10.54,6.28,7.95,1.48,20.15,8.32,7.39,2.96,2.03,2.22,3.14,2.03,0.92,0.74,0.00,0.00,4.44,0.00,0.18,0.00,0.00,10.35,1.66,2.59,1.29,1.85,0.92,2.77,2.22,1.48,0.18,0.55,0.55,0.55,0.00,0.18,0.00,9.80,1.29,1.29,7.21,0.92,0.18,1.66,14.42,3.33,25.32,7.58,12.01,6.65,0.37,1.66,0.00,0.18,0.00,0.00,2.03,0.00,0.74,0.55,0.55,0.00,5.55,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,5.18,0.00,0.00
20140527.Misconceptions About the Universe.XBr4GkRnY04.en.txt,1,917,55.29,68.81,88.27,54.51,917.00,16.03,89.20,58.34,16.03,6.43,1.09,3.71,1.09,0.11,0.44,9.60,6.98,15.27,11.45,5.78,6.54,1.53,16.25,6.43,4.03,1.09,2.62,1.64,1.74,1.64,0.11,0.00,0.11,0.00,7.52,0.00,0.00,0.00,0.11,13.41,1.64,1.74,2.07,1.96,2.94,4.80,4.58,3.49,0.98,0.00,0.11,0.00,0.11,0.00,0.00,6.00,3.71,0.76,1.20,0.33,0.11,3.16,13.41,0.87,22.79,3.71,12.21,8.18,0.98,0.65,0.00,0.33,0.00,0.00,0.22,0.00,0.00,0.00,0.22,0.00,3.16,0.22,0.11,0.22,0.00,0.00,0.00,0.22,0.00,2.29,0.00,0.11
20110804.Why Is Ice Slippery.Stx6kLd9dYI.en.txt,1,490,45.73,49.18,65.98,56.61,490.00,12.04,85.31,57.35,16.94,8.37,3.67,0.41,3.47,0.00,0.82,8.57,8.78,12.04,11.43,6.12,6.12,2.65,18.98,4.29,2.65,2.24,0.82,1.63,3.27,2.45,0.82,0.20,0.41,0.00,6.33,0.00,0.20,0.00,0.00,14.29,3.27,4.29,1.43,2.24,0.61,4.08,3.88,0.00,0.41,3.47,1.84,0.20,0.20,0.00,1.43,4.69,0.82,0.82,1.84,1.63,0.41,2.24,14.49,1.02,13.88,2.24,9.18,2.45,0.20,1.02,0.20,0.00,0.00,0.20,2.86,0.00,0.00,1.63,1.22,0.00,6.53,0.00,0.00,0.41,0.00,0.00,0.00,0.20,0.00,5.92,0.00,0.00
20130121.How To Make Colour With Holes.x4I9mmd-2Rc.en.txt,1,1030,57.11,63.30,35.30,71.35,1030.00,17.38,84.27,56.80,14.66,5.63,0.78,1.46,2.52,0.00,0.87,9.03,8.45,13.69,10.29,6.41,7.48,1.75,16.60,4.76,1.46,1.75,2.14,1.26,3.40,2.91,0.49,0.00,0.10,0.19,5.92,0.00,0.10,0.00,0.00,11.84,1.94,2.62,1.17,2.43,0.87,3.98,6.99,6.31,0.19,0.29,0.29,0.00,0.10,0.00,0.19,6.60,1.75,1.55,2.14,0.97,0.39,1.65,13.88,1.07,13.20,2.04,9.61,1.55,0.97,0.68,0.10,0.39,0.00,0.00,0.97,0.00,0.10,0.19,0.58,0.00,3.59,0.00,0.00,0.19,0.00,0.00,0.00,0.19,0.00,3.20,0.00,0.00
20121017.What Now For The Higgs Boson.649iUqrOKuE.en.txt,1,1222,52.81,64.99,30.39,61.46,1222.00,18.49,81.51,55.56,15.63,5.97,1.55,2.05,1.64,0.00,0.74,9.66,8.51,11.95,11.46,5.48,6.38,1.47,16.94,5.07,1.96,2.05,1.96,2.54,3.68,2.62,0.74,0.00,0.00,0.08,6.79,0.00,0.33,0.00,0.08,15.71,3.52,2.37,2.95,3.44,2.29,3.60,1.96,1.47,0.41,0.00,0.74,0.25,0.41,0.00,0.08,6.55,2.78,0.90,1.96,0.98,0.33,2.86,12.52,1.31,12.19,0.49,7.61,4.17,1.47,0.41,0.00,0.41,0.00,0.00,0.65,0.00,0.00,0.41,0.25,0.00,4.26,0.00,0.08,0.16,0.00,0.00,0.00,0.25,0.00,3.68,0.00,0.08
"20120628.The First Meeting of EDUtubers! ft. CGPGrey, Vsauce, Smarter Every Day, Numberphile +more.SnrdqCQuwK8.en.txt",1,410,55.46,74.50,43.37,85.48,410.00,18.78,84.39,50.24,15.61,10.98,5.37,1.71,2.93,0.49,0.49,4.63,6.59,11.71,9.76,5.37,5.61,0.98,20.49,4.39,2.20,1.46,1.71,2.20,4.63,3.90,0.49,0.00,0.00,0.49,10.00,0.00,0.24,0.24,0.73,10.73,3.66,0.24,2.20,4.63,0.73,1.71,4.63,3.90,0.00,0.49,0.98,0.49,0.00,0.00,0.49,5.37,1.95,0.98,0.98,1.46,0.00,3.41,14.15,1.95,11.95,2.68,5.61,4.15,1.46,1.22,0.00,0.24,0.49,0.00,3.90,0.00,0.49,2.20,0.98,0.00,5.85,0.00,0.00,0.49,0.00,0.00,0.00,0.24,0.00,5.12,0.00,0.00
20110221.Why Does the Moon Orbit Earth.zN6kCa6xi9k.en.txt,1,220,38.60,51.82,69.68,87.86,220.00,13.64,88.18,55.00,16.36,7.27,4.09,1.36,1.82,0.00,0.00,9.09,11.82,7.27,12.73,7.73,5.00,2.27,23.64,2.27,2.27,2.27,0.45,1.82,3.64,3.64,0.00,0.00,0.00,0.00,5.45,0.00,0.45,0.00,0.45,12.27,0.91,2.73,0.45,4.09,2.27,1.82,1.36,0.91,0.00,1.36,0.45,0.45,0.00,0.00,0.00,3.64,1.36,0.45,0.91,0.91,0.00,2.27,17.27,1.36,17.73,6.82,8.18,3.18,0.00,0.45,0.00,0.00,0.00,0.00,5.00,0.00,1.82,3.18,0.45,0.00,9.09,0.00,0.00,0.91,0.00,0.00,0.00,0.45,0.00,7.73,0.00,0.00
20121106.World's First Electric Generator.NqdOyxJZj0U.en.txt,1,579,22.70,50.69,61.79,94.45,579.00,16.23,85.32,58.38,19.52,6.22,2.25,1.21,2.42,0.17,0.17,13.30,8.29,9.33,12.78,7.08,6.39,3.28,21.24,2.59,1.55,3.11,0.86,0.86,5.53,5.01,0.52,0.00,0.17,0.35,5.70,0.00,0.52,0.00,0.52,13.30,2.07,4.32,1.04,2.59,1.04,3.63,1.04,0.69,0.17,0.17,0.17,0.00,0.00,0.00,0.17,6.39,1.38,1.38,2.42,1.21,0.00,2.42,15.89,2.25,16.06,5.87,7.25,4.15,0.17,0.00,0.00,0.17,0.00,0.00,3.97,0.00,0.69,2.07,1.21,0.00,7.08,0.00,0.00,0.35,0.00,0.00,0.00,0.35,0.00,6.39,0.00,0.00
20190125.The Inverse Leidenfrost Effect.M2CMH57hXmY.en.txt,1,1438,43.73,65.42,53.25,73.78,1438.00,17.59,85.40,57.86,16.06,7.65,2.36,0.21,4.03,0.14,0.90,8.41,8.07,12.17,9.67,7.58,8.55,1.53,15.99,3.69,2.57,2.71,1.46,1.74,3.69,3.13,0.56,0.07,0.14,0.14,7.23,0.00,0.00,0.14,0.00,11.68,1.74,3.27,1.39,3.27,0.63,3.62,3.34,0.56,1.60,0.97,1.18,0.28,0.28,0.00,0.07,4.87,0.49,1.53,1.53,1.46,0.28,2.29,13.21,1.46,15.30,3.48,7.58,4.52,1.53,1.18,0.76,0.28,0.07,0.00,1.32,0.00,0.35,0.42,0.35,0.07,2.78,0.14,0.00,0.14,0.00,0.00,0.00,0.21,0.00,2.29,0.00,0.00
20161003.How the Quantum Vacuum Gave Rise to Galaxies.3LyFap2aUN0.en.txt,1,932,67.23,58.07,76.98,66.39,932.00,21.57,82.62,56.65,13.63,4.94,1.18,1.61,1.61,0.00,0.54,8.69,9.01,13.95,6.22,7.73,8.91,1.18,13.30,4.94,2.36,1.07,1.61,1.50,3.00,2.58,0.43,0.11,0.11,0.21,5.26,0.00,0.00,0.00,0.00,12.77,2.04,2.15,1.39,1.61,2.47,4.08,1.72,1.07,0.64,0.00,0.00,0.00,0.00,0.00,0.00,6.76,1.93,0.75,3.11,1.29,0.11,3.00,10.52,0.86,19.53,0.97,13.41,5.58,0.75,0.00,0.75,0.00,0.00,0.00,0.64,0.00,0.21,0.00,0.32,0.11,1.72,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00
20190301.Can You Recover Sound From Images.eUzB0L0mSCI.en.txt,1,1541,39.36,69.13,41.61,65.12,1541.00,14.21,86.76,56.98,18.36,9.21,3.18,2.08,3.57,0.06,0.32,9.15,6.29,12.46,10.12,6.04,7.66,1.30,18.36,4.54,3.83,1.56,2.66,3.44,2.86,2.47,0.39,0.06,0.06,0.13,8.11,0.00,0.00,0.00,0.06,12.65,2.27,1.43,1.82,4.09,1.30,4.22,5.45,2.34,2.66,0.13,0.45,0.32,0.06,0.00,0.00,7.01,2.40,1.82,1.62,1.62,0.32,1.69,14.80,1.82,11.94,2.40,6.62,3.05,1.10,0.91,0.06,0.19,0.00,0.00,2.66,0.06,1.04,1.10,0.71,0.00,4.22,0.00,0.06,0.13,0.00,0.00,0.00,0.19,0.00,3.50,0.00,0.32
20110529.Can You Perceive Acceleration.YJbKieEC49M.en.txt,1,652,21.70,67.72,81.51,54.65,652.00,9.20,95.09,63.04,22.09,10.89,4.60,0.61,5.52,0.15,0.00,11.20,4.91,14.88,11.20,7.98,8.74,1.69,23.31,2.30,3.83,2.76,1.07,1.53,2.15,1.84,0.31,0.00,0.00,0.00,9.05,0.00,0.46,0.15,0.46,14.42,3.22,2.15,1.99,4.45,0.92,4.29,6.29,3.99,0.31,1.84,1.53,1.53,0.00,0.00,0.00,3.07,0.92,0.61,0.92,0.46,0.46,2.91,15.34,1.99,16.41,5.83,5.83,5.06,0.15,1.38,0.00,0.00,0.00,0.00,2.91,0.00,0.15,2.45,0.15,0.00,5.21,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,4.91,0.00,0.00
20110127.Thomson's Plum Pudding Model of the Atom.JUJPyQtoB5E.en.txt,1,402,40.33,69.94,26.12,76.37,402.00,16.17,83.33,59.20,18.91,7.71,1.24,2.74,1.99,1.00,0.75,11.19,8.96,12.44,11.69,7.46,6.22,1.49,18.41,5.97,4.23,1.99,0.50,2.24,3.23,2.99,0.25,0.00,0.00,0.25,7.71,0.00,0.00,0.00,1.00,16.17,3.23,1.00,2.99,3.73,1.49,4.48,2.74,0.25,0.75,0.75,0.50,0.00,0.00,0.00,0.50,7.21,2.74,0.50,2.74,1.24,0.00,2.24,13.18,0.75,12.19,1.24,8.96,1.99,0.25,0.00,0.00,0.00,0.00,0.00,3.23,0.00,1.24,2.74,0.50,0.00,5.22,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,4.73,0.00,0.00
20110512.Where Did The Earth Come From.zuMjnP1YbPw.en.txt,1,664,62.70,67.96,50.56,54.12,664.00,15.06,80.87,54.82,12.95,5.12,1.96,1.66,1.36,0.00,0.15,7.83,8.58,12.65,9.94,6.78,7.23,0.75,16.11,5.12,2.56,2.26,2.26,2.86,2.86,2.11,0.60,0.00,0.30,0.00,7.23,0.00,0.15,0.00,0.15,11.14,1.20,1.66,1.66,3.31,1.81,2.71,1.66,0.45,1.05,0.15,0.30,0.30,0.00,0.00,0.00,7.08,2.86,0.75,2.71,0.45,0.30,5.57,8.28,1.66,16.87,1.36,10.84,4.67,0.30,0.30,0.00,0.00,0.00,0.00,1.51,0.15,0.00,0.90,0.45,0.00,3.46,0.00,0.00,0.30,0.00,0.00,0.00,0.60,0.00,2.56,0.00,0.00
20150105.Would You Take This Bet.vBX-KulgJ1o.en.txt,1,1353,26.40,60.22,53.88,68.99,1353.00,11.83,92.09,57.21,19.73,11.90,5.69,0.59,5.17,0.15,0.30,7.76,5.76,12.34,11.53,6.21,7.54,2.88,20.25,3.55,3.03,1.77,5.99,2.37,7.17,4.73,2.44,1.03,0.00,1.26,9.68,0.07,0.30,0.07,0.44,16.48,3.77,2.44,2.73,4.95,1.55,4.29,2.37,0.59,0.74,0.81,0.67,0.22,0.22,0.00,0.15,9.76,1.26,3.25,1.92,4.80,2.29,1.03,15.82,2.14,10.72,2.37,5.10,3.33,0.59,1.03,0.00,3.99,0.00,0.00,1.85,0.00,0.59,1.26,0.00,0.00,8.57,0.07,0.15,0.15,0.00,0.00,0.00,0.22,0.00,6.36,0.00,1.63
20120805.How Does A Sailboat Actually Work.M4CQ4T_K8Hw.en.txt,1,843,44.82,74.69,61.65,47.72,843.00,12.46,88.61,59.19,14.71,7.71,1.78,0.36,5.10,0.00,0.47,7.00,8.19,13.40,10.20,9.02,9.25,1.19,18.86,4.27,3.91,2.85,1.07,2.14,3.32,2.25,1.07,0.59,0.00,0.36,7.71,0.00,0.12,0.00,0.00,16.25,2.25,4.27,3.32,3.91,0.83,3.56,1.90,0.83,0.83,0.36,0.47,0.12,0.12,0.00,0.24,4.74,0.47,0.95,2.61,0.59,0.12,0.24,15.18,2.25,18.51,5.93,11.63,4.03,0.36,0.59,0.00,0.00,0.00,0.12,2.61,0.00,0.00,1.66,0.83,0.00,3.44,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,3.20,0.00,0.00
20150727.How to Launch a Nuclear Missile.knDIENvBTgw.en.txt,1,1161,64.24,83.70,49.53,49.84,1161.00,15.16,83.46,52.89,16.28,8.27,1.72,3.19,2.15,0.09,1.12,8.01,7.84,12.83,8.61,5.34,5.43,0.86,17.05,3.36,1.55,1.21,3.27,2.15,4.22,2.76,1.46,0.52,0.86,0.09,9.22,0.00,0.17,0.00,0.17,12.06,2.41,2.93,2.15,1.98,1.72,2.15,1.89,0.60,0.95,0.34,0.43,0.09,0.26,0.00,0.00,9.56,3.79,1.64,3.27,0.86,0.60,2.93,12.06,2.33,16.88,4.13,8.96,3.79,1.38,0.43,0.26,0.09,0.00,0.26,0.95,0.00,0.17,0.26,0.52,0.00,4.13,0.26,0.00,0.17,0.00,0.00,0.00,0.26,0.00,2.76,0.00,0.69
20110710.Fire Syringe.4qe1Ueifekg.en.txt,1,620,23.71,73.00,35.12,88.57,620.00,12.42,86.94,59.52,18.55,8.71,2.74,3.06,2.74,0.16,0.00,9.84,6.61,11.61,12.58,9.84,6.61,1.61,19.84,2.26,2.26,2.58,1.13,2.26,4.68,4.19,0.48,0.00,0.32,0.00,7.42,0.00,0.00,0.00,0.32,11.94,1.45,2.42,1.77,4.52,0.97,2.74,2.90,1.13,0.48,1.29,0.65,0.16,0.16,0.00,0.48,8.55,3.39,0.81,2.26,1.94,0.32,1.94,16.29,2.58,13.71,2.90,9.35,1.77,0.16,0.65,0.00,0.00,0.00,0.00,4.68,0.00,0.65,2.58,1.45,0.00,6.77,0.00,0.00,0.32,0.00,0.00,0.00,0.16,0.00,6.29,0.00,0.00
20110921.Slinky Drop Answer.eCMmmEEyOO0.en.txt,1,605,49.88,63.58,82.52,43.87,605.00,13.06,90.25,60.00,17.85,7.11,1.82,1.65,3.47,0.17,0.00,10.74,9.59,13.22,9.26,7.77,8.10,0.83,19.67,5.29,4.30,2.64,0.99,1.49,2.15,1.49,0.50,0.33,0.00,0.00,5.79,0.00,0.00,0.00,0.17,14.21,3.64,1.65,2.15,2.81,1.65,4.79,2.48,1.32,0.17,0.99,0.00,0.00,0.00,0.00,0.00,6.28,1.65,0.83,3.64,0.33,0.17,3.31,13.39,2.15,18.68,5.29,8.10,6.78,0.99,3.14,0.00,0.50,0.00,0.17,0.83,0.00,0.00,0.17,0.66,0.17,4.63,0.00,0.00,0.33,0.00,0.00,0.00,0.66,0.00,3.64,0.00,0.00
20210204.I Asked Bill Gates What's The Next Crisis.Grv1RJkdyqI.en.txt,1,2350,34.89,80.61,42.81,37.83,2350.00,15.02,90.85,58.68,17.70,9.19,2.26,2.26,3.83,0.09,0.77,8.51,7.02,12.47,10.43,7.79,7.91,2.04,20.13,4.04,2.60,2.47,1.15,2.94,4.38,2.51,1.83,0.21,0.47,0.17,10.51,0.00,0.21,0.00,0.13,17.40,4.94,2.55,2.77,3.87,1.36,3.62,1.91,0.85,0.43,0.55,1.28,0.04,1.11,0.00,0.09,7.49,2.85,0.64,2.09,1.36,0.85,3.23,14.04,1.83,11.96,2.04,6.94,3.45,1.45,0.38,0.17,0.89,0.04,0.77,1.96,0.04,0.21,0.00,1.62,0.00,3.83,0.00,0.00,0.09,0.00,0.00,0.00,0.26,0.00,3.49,0.00,0.00
20110212.Gravity (Scientific Version of John Mayer's Gravity).u7KpH9_I2Dw.en.txt,1,128,88.82,89.42,3.57,39.75,128.00,19.53,84.38,51.56,10.16,7.81,1.56,4.69,1.56,0.00,0.00,2.34,11.72,12.50,9.38,3.91,4.69,0.00,14.06,3.12,1.56,1.56,4.69,7.81,0.78,0.78,0.00,0.00,0.00,0.00,7.81,0.00,0.00,0.00,0.78,8.59,0.00,3.91,0.00,0.00,4.69,0.00,1.56,0.78,0.00,1.56,0.78,0.00,0.00,0.00,0.78,8.59,4.69,1.56,2.34,0.00,0.00,0.00,13.28,0.78,8.59,1.56,4.69,2.34,2.34,0.78,0.00,0.00,0.00,0.00,3.91,0.00,0.00,0.78,2.34,1.56,3.12,0.00,0.00,1.56,0.00,0.00,0.00,0.78,0.00,0.78,0.00,0.00
20120423.What Causes The Northern Lights.knwiWm4DpvQ.en.txt,1,820,36.30,66.09,42.58,75.55,820.00,13.17,85.61,60.49,17.07,7.80,3.05,1.22,2.56,0.00,0.98,9.27,8.05,13.29,11.83,9.02,8.05,1.22,20.12,2.80,1.95,2.80,0.49,2.07,3.66,3.05,0.37,0.00,0.00,0.00,7.07,0.12,0.12,0.12,0.12,9.76,2.32,1.34,0.98,3.41,0.49,2.44,4.51,3.66,0.24,0.49,0.49,0.37,0.12,0.00,0.00,5.37,1.34,0.85,1.83,1.10,0.37,2.68,14.76,1.95,13.05,1.34,8.29,3.29,0.24,0.00,0.00,0.00,0.12,0.00,2.32,0.00,0.24,1.10,0.98,0.00,5.73,0.00,0.00,0.24,0.00,0.00,0.00,0.12,0.00,5.12,0.00,0.24
"20120618.Northern Lights From 100,000 ft!.5O-wAYKBBSc.en.txt",1,614,89.03,81.92,53.32,50.06,614.00,18.08,81.92,52.12,12.87,5.86,0.81,2.28,1.95,0.00,0.81,7.00,10.26,16.61,5.05,6.19,6.03,0.49,11.89,2.93,0.65,1.30,2.28,1.30,2.77,1.95,0.65,0.16,0.16,0.00,7.82,0.00,0.00,0.00,0.00,7.82,1.30,1.79,0.33,2.61,0.65,1.63,3.42,2.44,0.00,0.33,0.81,0.49,0.16,0.00,0.16,8.96,3.26,1.79,3.42,0.81,0.33,0.98,9.77,1.95,18.08,3.26,11.56,3.75,3.09,0.65,0.16,0.16,0.00,0.00,0.81,0.00,0.16,0.33,0.33,0.00,4.40,0.00,0.00,0.33,0.00,0.00,0.00,0.65,0.00,3.42,0.00,0.00
20190318.Can Humans Sense Magnetic Fields.dg3pza4y2ws.en.txt,1,2016,51.61,60.95,47.90,66.16,2016.00,19.30,85.02,55.36,14.19,6.45,1.84,1.54,1.74,0.05,1.29,7.69,7.49,12.95,10.22,7.14,7.44,1.84,16.47,4.27,2.63,1.44,1.19,2.43,3.32,2.73,0.60,0.00,0.20,0.10,7.14,0.00,0.00,0.00,0.10,15.03,2.68,3.67,1.54,3.52,1.29,3.97,3.27,1.59,0.50,0.50,1.74,1.14,0.40,0.00,0.15,5.51,1.84,1.24,1.84,0.84,0.20,2.33,11.90,1.64,13.79,2.83,7.79,3.42,1.34,0.60,0.35,0.05,0.00,0.00,1.39,0.00,0.45,0.89,0.30,0.00,4.17,0.00,0.00,0.10,0.00,0.00,0.00,0.10,0.00,3.67,0.00,0.30
20170601.NEW Gravitational Wave Discovery!.NVKO7UCIlgs.en.txt,1,898,35.45,69.58,61.28,61.67,898.00,13.36,88.75,56.46,19.04,9.24,2.56,3.67,1.67,0.00,1.34,9.80,6.35,12.25,10.24,6.24,7.02,2.23,19.04,4.79,3.67,1.78,4.23,4.23,2.34,2.12,0.22,0.00,0.00,0.11,9.13,0.00,0.00,0.00,0.00,15.37,3.67,1.78,2.34,4.34,1.45,4.57,5.46,3.01,2.00,0.45,0.22,0.22,0.00,0.00,0.00,6.57,3.79,1.22,0.89,0.78,0.00,3.12,14.14,1.22,14.25,1.67,8.02,4.57,1.00,0.33,0.11,0.00,0.00,0.00,1.00,0.00,0.11,0.67,0.22,0.00,5.68,0.00,0.00,0.22,0.00,0.00,0.00,0.22,0.00,5.01,0.00,0.22
20110202.Scientific Notation - Explained!.WwmJ5nMmigQ.en.txt,1,623,92.64,76.01,11.53,37.11,623.00,11.72,77.53,50.08,10.11,4.82,0.48,2.25,1.77,0.00,0.32,5.30,10.91,15.89,6.26,4.98,5.78,0.32,12.52,1.93,0.96,0.96,18.62,1.12,1.61,1.12,0.48,0.00,0.16,0.16,5.78,0.00,0.00,0.00,0.00,7.70,2.41,0.96,2.09,1.93,0.32,1.93,0.32,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.54,2.73,0.48,2.89,1.61,0.16,2.41,9.63,0.32,11.08,0.96,6.90,3.21,1.61,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.16,0.00,0.00,2.25,0.00,0.16,0.32,0.00,0.00,0.00,0.32,0.00,1.44,0.00,0.00
20190329.How Was Video Invented.rjDX5ItsOnQ.en.txt,1,2272,66.33,61.95,24.94,41.70,757.33,14.96,83.89,55.02,13.38,5.24,1.72,0.57,1.94,0.26,0.75,8.14,9.29,13.07,8.85,6.47,7.97,0.75,15.40,3.52,1.85,1.85,2.99,2.38,1.58,1.23,0.35,0.04,0.04,0.00,5.81,0.13,0.09,0.09,0.35,10.74,1.50,2.38,1.89,2.29,1.01,2.82,5.90,5.24,0.18,0.40,0.70,0.26,0.40,0.00,0.00,4.27,0.84,1.32,1.01,1.10,0.22,4.58,8.58,0.66,13.07,2.24,7.00,4.84,1.32,2.60,0.18,0.53,0.13,0.04,0.48,0.00,0.22,0.04,0.22,0.00,3.92,0.22,0.09,0.26,0.13,0.00,0.00,0.84,0.00,2.20,0.00,0.18
20170302.The Science of Thinking.UBVV8pch1dM.en.txt,1,2160,61.66,73.09,35.66,32.11,1080.00,18.01,87.31,53.43,13.94,6.76,1.16,0.83,2.92,1.16,0.69,7.18,6.53,14.31,9.03,5.93,7.18,1.57,16.34,4.63,3.06,2.31,4.31,2.92,2.55,1.44,1.06,0.28,0.14,0.05,8.01,0.05,0.09,0.00,1.25,15.28,5.19,2.55,1.39,3.43,1.39,2.87,2.50,0.79,0.65,0.79,1.20,0.74,0.56,0.00,0.00,7.45,1.34,2.78,1.99,1.57,0.37,2.82,12.82,0.37,12.13,1.53,6.11,4.72,4.21,1.25,0.14,1.20,0.00,0.00,0.32,0.00,0.05,0.09,0.14,0.00,3.15,0.05,0.00,0.09,0.00,0.00,0.00,0.32,0.00,2.59,0.00,0.09
20121030.How Trees Bend the Laws of Physics.BickMFHAZR0.en.txt,1,1351,66.78,51.18,46.20,17.20,1351.00,16.51,85.86,56.25,12.81,6.00,1.85,0.30,2.59,0.37,0.89,6.81,9.77,14.06,10.36,6.37,6.66,2.52,16.73,4.96,3.11,2.00,1.85,1.63,5.11,2.22,2.81,1.78,0.37,0.22,5.92,0.00,0.07,0.00,0.44,13.77,2.59,3.18,2.44,2.00,1.55,3.77,2.00,0.67,0.96,0.30,2.96,0.07,0.22,0.00,2.44,5.11,0.59,1.26,2.81,0.52,0.37,2.07,12.81,0.89,15.03,2.44,10.44,2.07,0.67,0.52,0.52,0.00,0.00,0.07,1.33,0.37,0.22,0.44,0.22,0.07,3.40,0.00,0.00,0.15,0.00,0.00,0.00,0.07,0.00,2.81,0.00,0.37
20110327.What Powers Australia.rmI_9Hty-Lw.en.txt,1,540,18.47,38.33,43.37,60.88,540.00,14.26,90.00,59.26,19.81,9.44,5.19,2.22,1.67,0.00,0.37,10.19,4.81,12.59,12.41,8.33,7.59,2.78,21.30,7.04,5.00,1.48,0.56,2.78,4.44,3.15,1.30,0.19,0.00,0.00,6.67,0.19,0.00,0.00,0.00,20.19,4.81,2.59,3.15,5.56,0.74,5.56,1.67,0.93,0.37,0.37,0.19,0.00,0.00,0.00,0.19,7.59,2.59,0.93,2.41,1.48,0.56,1.67,16.67,0.93,7.59,0.74,4.81,2.04,0.37,0.37,0.19,0.19,0.19,0.00,2.22,0.00,0.00,1.30,1.11,0.00,7.22,0.00,0.00,0.37,0.00,0.00,0.00,0.37,0.00,6.48,0.00,0.00
"20181115.The kg is dead, long live the kg.c_e1wITe_ig.en.txt",1,1679,62.32,61.26,50.56,66.36,1679.00,20.55,83.80,54.79,14.12,6.67,2.20,1.07,2.08,0.12,1.19,7.44,7.68,13.58,9.47,5.54,7.33,1.37,15.72,5.06,2.80,1.31,2.03,1.85,3.57,2.86,0.71,0.36,0.06,0.06,6.73,0.00,0.12,0.06,0.12,14.12,3.16,3.34,1.13,2.92,2.08,3.45,2.32,0.71,1.43,0.24,0.95,0.18,0.60,0.00,0.18,5.36,1.43,1.31,1.37,1.37,0.24,2.08,12.69,1.61,13.52,1.49,7.21,4.94,1.61,1.01,0.00,0.24,0.00,0.00,0.66,0.00,0.24,0.18,0.30,0.00,4.41,0.18,0.00,0.12,0.00,0.00,0.00,0.36,0.00,3.45,0.00,0.30
20110724.How Does The Earth Spin.9zso7ChaQXQ.en.txt,1,665,13.74,69.55,61.21,96.04,665.00,8.57,94.44,57.74,22.86,9.47,2.71,1.20,5.56,0.00,0.00,13.38,5.11,9.77,11.28,8.27,6.17,2.56,24.51,6.47,3.76,3.31,0.75,1.80,6.17,5.41,0.60,0.15,0.30,0.00,8.72,0.15,0.00,0.00,0.30,17.14,2.26,4.66,1.65,4.21,0.75,5.11,4.06,0.75,0.45,2.86,1.35,0.15,0.00,0.00,1.20,7.07,1.20,1.20,2.56,1.35,0.75,1.95,19.25,1.50,14.29,6.62,4.81,4.36,1.20,0.15,0.15,0.00,0.15,0.00,3.91,0.00,0.75,1.80,1.35,0.00,6.17,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,5.86,0.00,0.00
